"","Name","Location","Tags","Type","Source Zone","Source Address","Source User","Source Device","Destination Zone","Destination Address","Destination Device","Application","Service","Action","Profile","Options","Target"
"802","STD_OUTSIDE_TO_DMZ_1781","Shared","standard","universal","outside","any","any","any","dmz","10.46.225.0/24","any","smtp","application-default","Allow","none","","any"
"803","STD_VOIP_TO_IOT_2292","Shared","app-team","universal","voip","10.63.181.0/24","any","any","iot","10.158.121.0/24","any","dns","application-default","Allow","strict","","any"
"804","STD_MGMT_TO_DMZ2_3209","Shared","app-team","universal","mgmt","10.180.80.0/24","any","any","dmz2","10.176.217.0/24","any","snmp-base","application-default","Allow","none","","any"
"805","STD_DMZ_TO_IOT_3089","Shared","none","universal","dmz","10.46.119.0/24","any","any","iot","10.158.4.0/24","any","dns","application-default","Allow","strict","","any"
"806","STD_DMZ_TO_MGMT_704","Shared","none","universal","dmz","10.46.147.0/24","any","any","mgmt","10.180.7.0/24","any","ping","application-default","Allow","none","","any"
"807","STD_DMZ_TO_MGMT_251","Shared","app-team","universal","dmz","10.46.203.0/24","any","any","mgmt","10.180.39.0/24","any","snmp-base","application-default","Allow","strict","","any"
"808","STD_OUTSIDE_TO_MGMT_2502","Shared","standard","universal","outside","any","any","any","mgmt","10.180.199.0/24","any","snmp-base","application-default","Allow","none","","any"
"809","STD_DMZ_TO_INSIDE_284","Shared","app-team","universal","dmz","10.46.221.0/24","any","any","inside","10.10.202.0/24","any","web-browsing","application-default","Allow","none","","any"
"810","STD_INSIDE_TO_OUTSIDE_1449","Shared","standard","universal","inside","10.10.178.0/24","any","any","outside","102.218.218.222/32","any","dns","application-default","Allow","strict","","any"
"811","STD_MGMT_TO_POS_623","Shared","standard","universal","mgmt","10.180.228.0/24","any","any","pos","10.157.40.0/24","any","smtp","application-default","Allow","none","","any"
"812","STD_POS_TO_VOIP_2608","Shared","app-team","universal","pos","10.157.254.0/24","any","any","voip","10.63.78.0/24","any","dns","application-default","Allow","strict","","any"
"813","STD_INSIDE_TO_DMZ_2474","Shared","none","universal","inside","10.10.42.0/24","any","any","dmz","10.46.173.0/24","any","sip","application-default","Allow","none","","any"
"814","STD_DMZ_TO_POS_256","Shared","none","universal","dmz","10.46.194.0/24","any","any","pos","10.157.43.0/24","any","mqtt","application-default","Allow","strict","","any"
"815","STD_MGMT_TO_DMZ_3713","Shared","app-team","universal","mgmt","10.180.164.0/24","any","any","dmz","10.46.43.0/24","any","ping","application-default","Allow","strict","","any"
"816","STD_POS_TO_MGMT_625","Shared","none","universal","pos","10.157.36.0/24","any","any","mgmt","10.180.40.0/24","any","dns","application-default","Allow","strict","","any"
"817","STD_DMZ2_TO_IOT_886","Shared","none","universal","dmz2","10.176.76.0/24","any","any","iot","10.158.2.0/24","any","smtp","application-default","Allow","strict","","any"
"818","STD_POS_TO_DMZ_2495","Shared","app-team","universal","pos","10.157.63.0/24","any","any","dmz","10.46.2.0/24","any","snmp-base","application-default","Allow","none","","any"
"819","STD_MGMT_TO_INSIDE_614","Shared","standard","universal","mgmt","10.180.67.0/24","any","any","inside","10.10.117.0/24","any","ssl","application-default","Allow","none","","any"
"820","STD_POS_TO_DMZ_3491","Shared","none","universal","pos","10.157.196.0/24","any","any","dmz","10.46.52.0/24","any","dns","application-default","Allow","none","","any"
"821","STD_DMZ2_TO_INSIDE_1281","Shared","app-team","universal","dmz2","10.176.244.0/24","any","any","inside","10.10.17.0/24","any","ping","application-default","Allow","none","","any"
"822","STD_DMZ_TO_INSIDE_2943","Shared","none","universal","dmz","10.46.244.0/24","any","any","inside","10.10.83.0/24","any","web-browsing","application-default","Allow","strict","","any"
"823","STD_OUTSIDE_TO_IOT_730","Shared","none","universal","outside","any","any","any","iot","10.158.55.0/24","any","voip-generic","application-default","Allow","strict","","any"
"824","STD_DMZ2_TO_VOIP_853","Shared","standard","universal","dmz2","10.176.199.0/24","any","any","voip","10.63.32.0/24","any","sip","application-default","Allow","none","","any"
"825","STD_OUTSIDE_TO_DMZ_736","Shared","none","universal","outside","any","any","any","dmz","10.46.232.0/24","any","mqtt","application-default","Allow","none","","any"
"826","STD_MGMT_TO_OUTSIDE_1672","Shared","none","universal","mgmt","10.180.195.0/24","any","any","outside","118.114.12.58/32","any","ntp","application-default","Allow","strict","","any"
"827","STD_DMZ_TO_VOIP_2688","Shared","none","universal","dmz","10.46.154.0/24","any","any","voip","10.63.53.0/24","any","dns","application-default","Allow","strict","","any"
"828","STD_IOT_TO_MGMT_2377","Shared","standard","universal","iot","10.158.94.0/24","any","any","mgmt","10.180.3.0/24","any","dns","application-default","Allow","strict","","any"
"829","STD_IOT_TO_INSIDE_389","Shared","app-team","universal","iot","10.158.89.0/24","any","any","inside","10.10.193.0/24","any","snmp-base","application-default","Allow","none","","any"
"830","STD_DMZ2_TO_VOIP_1869","Shared","none","universal","dmz2","10.176.67.0/24","any","any","voip","10.63.193.0/24","any","mqtt","application-default","Allow","strict","","any"
"831","STD_MGMT_TO_OUTSIDE_2217","Shared","none","universal","mgmt","10.180.78.0/24","any","any","outside","88.17.102.174/32","any","smtp","application-default","Allow","strict","","any"
"832","STD_IOT_TO_MGMT_1988","Shared","app-team","universal","iot","10.158.134.0/24","any","any","mgmt","10.180.32.0/24","any","ping","application-default","Allow","strict","","any"
"833","STD_OUTSIDE_TO_MGMT_3456","Shared","none","universal","outside","any","any","any","mgmt","10.180.36.0/24","any","voip-generic","application-default","Allow","strict","","any"
"834","STD_DMZ_TO_MGMT_460","Shared","app-team","universal","dmz","10.46.206.0/24","any","any","mgmt","10.180.9.0/24","any","ntp","application-default","Allow","strict","","any"
"835","STD_DMZ_TO_INSIDE_3564","Shared","app-team","universal","dmz","10.46.60.0/24","any","any","inside","10.10.233.0/24","any","web-browsing","application-default","Allow","strict","","any"
"836","STD_MGMT_TO_OUTSIDE_1825","Shared","none","universal","mgmt","10.180.75.0/24","any","any","outside","88.227.45.78/32","any","snmp-base","application-default","Allow","strict","","any"
"837","STD_OUTSIDE_TO_MGMT_3411","Shared","none","universal","outside","any","any","any","mgmt","10.180.132.0/24","any","dns","application-default","Allow","strict","","any"
"838","STD_IOT_TO_POS_1713","Shared","none","universal","iot","10.158.232.0/24","any","any","pos","10.157.194.0/24","any","ping","application-default","Allow","strict","","any"
"839","STD_POS_TO_INSIDE_3405","Shared","none","universal","pos","10.157.83.0/24","any","any","inside","10.10.62.0/24","any","smtp","application-default","Allow","none","","any"
"840","STD_OUTSIDE_TO_INSIDE_385","Shared","none","universal","outside","any","any","any","inside","10.10.75.0/24","any","mqtt","application-default","Allow","none","","any"
"841","STD_MGMT_TO_VOIP_854","Shared","none","universal","mgmt","10.180.230.0/24","any","any","voip","10.63.8.0/24","any","web-browsing","application-default","Allow","strict","","any"
"842","STD_MGMT_TO_POS_2069","Shared","none","universal","mgmt","10.180.147.0/24","any","any","pos","10.157.28.0/24","any","sip","application-default","Allow","strict","","any"
"843","STD_DMZ_TO_VOIP_225","Shared","app-team","universal","dmz","10.46.124.0/24","any","any","voip","10.63.130.0/24","any","ntp","application-default","Allow","strict","","any"
"844","STD_POS_TO_INSIDE_1201","Shared","none","universal","pos","10.157.156.0/24","any","any","inside","10.10.217.0/24","any","smtp","application-default","Allow","none","","any"
"845","STD_MGMT_TO_VOIP_561","Shared","none","universal","mgmt","10.180.3.0/24","any","any","voip","10.63.71.0/24","any","voip-generic","application-default","Allow","strict","","any"
"846","STD_VOIP_TO_IOT_3661","Shared","standard","universal","voip","10.63.173.0/24","any","any","iot","10.158.24.0/24","any","ping","application-default","Allow","strict","","any"
"847","STD_MGMT_TO_DMZ2_1495","Shared","app-team","universal","mgmt","10.180.82.0/24","any","any","dmz2","10.176.223.0/24","any","ping","application-default","Allow","none","","any"
"848","STD_IOT_TO_OUTSIDE_64","Shared","app-team","universal","iot","10.158.108.0/24","any","any","outside","77.169.124.58/32","any","ssl","application-default","Allow","strict","","any"
"849","STD_POS_TO_IOT_1133","Shared","none","universal","pos","10.157.86.0/24","any","any","iot","10.158.30.0/24","any","mqtt","application-default","Allow","strict","","any"
"850","STD_INSIDE_TO_DMZ2_1174","Shared","app-team","universal","inside","10.10.13.0/24","any","any","dmz2","10.176.232.0/24","any","sip","application-default","Allow","strict","","any"
"851","STD_DMZ_TO_DMZ2_934","Shared","none","universal","dmz","10.46.236.0/24","any","any","dmz2","10.176.69.0/24","any","ping","application-default","Allow","strict","","any"
"852","STD_OUTSIDE_TO_POS_2739","Shared","none","universal","outside","any","any","any","pos","10.157.132.0/24","any","ssl","application-default","Allow","none","","any"
"853","STD_DMZ2_TO_POS_1640","Shared","none","universal","dmz2","10.176.82.0/24","any","any","pos","10.157.222.0/24","any","sip","application-default","Allow","strict","","any"
"854","STD_DMZ_TO_INSIDE_3616","Shared","none","universal","dmz","10.46.206.0/24","any","any","inside","10.10.5.0/24","any","web-browsing","application-default","Allow","strict","","any"
"855","STD_OUTSIDE_TO_INSIDE_786","Shared","standard","universal","outside","any","any","any","inside","10.10.243.0/24","any","ssl","application-default","Allow","strict","","any"
"856","STD_DMZ2_TO_VOIP_1813","Shared","app-team","universal","dmz2","10.176.133.0/24","any","any","voip","10.63.16.0/24","any","ssl","application-default","Allow","none","","any"
"857","STD_MGMT_TO_INSIDE_104","Shared","standard","universal","mgmt","10.180.122.0/24","any","any","inside","10.10.158.0/24","any","voip-generic","application-default","Allow","strict","","any"
"858","STD_POS_TO_DMZ2_482","Shared","standard","universal","pos","10.157.23.0/24","any","any","dmz2","10.176.32.0/24","any","snmp-base","application-default","Allow","none","","any"
"859","STD_DMZ_TO_POS_400","Shared","app-team","universal","dmz","10.46.38.0/24","any","any","pos","10.157.47.0/24","any","ping","application-default","Allow","none","","any"
"860","STD_INSIDE_TO_VOIP_3489","Shared","none","universal","inside","10.10.190.0/24","any","any","voip","10.63.118.0/24","any","kerberos","application-default","Allow","strict","","any"
"861","STD_MGMT_TO_POS_2264","Shared","standard","universal","mgmt","10.180.109.0/24","any","any","pos","10.157.96.0/24","any","ldap","application-default","Allow","strict","","any"
"862","STD_POS_TO_DMZ2_3578","Shared","app-team","universal","pos","10.157.2.0/24","any","any","dmz2","10.176.197.0/24","any","ldap","application-default","Allow","strict","","any"
"863","STD_DMZ_TO_INSIDE_2897","Shared","standard","universal","dmz","10.46.12.0/24","any","any","inside","10.10.207.0/24","any","kerberos","application-default","Allow","none","","any"
"864","STD_VOIP_TO_DMZ2_3538","Shared","app-team","universal","voip","10.63.5.0/24","any","any","dmz2","10.176.84.0/24","any","ping","application-default","Allow","strict","","any"
"865","STD_DMZ_TO_INSIDE_1634","Shared","standard","universal","dmz","10.46.49.0/24","any","any","inside","10.10.54.0/24","any","voip-generic","application-default","Allow","none","","any"
"866","STD_DMZ2_TO_POS_2300","Shared","standard","universal","dmz2","10.176.251.0/24","any","any","pos","10.157.223.0/24","any","sip","application-default","Allow","strict","","any"
"867","DNS_OUTBOUND_8","Shared","none","universal","inside","10.10.70.0/24","any","any","outside","1.1.1.1/32","any","dns","application-default","Allow","none","","any"
"868","STD_INSIDE_TO_IOT_1841","Shared","standard","universal","inside","10.10.230.0/24","any","any","iot","10.158.190.0/24","any","voip-generic","application-default","Allow","none","","any"
"869","STD_OUTSIDE_TO_DMZ2_409","Shared","none","universal","outside","any","any","any","dmz2","10.176.225.0/24","any","voip-generic","application-default","Allow","strict","","any"
"870","STD_DMZ2_TO_POS_1148","Shared","app-team","universal","dmz2","10.176.164.0/24","any","any","pos","10.157.174.0/24","any","ntp","application-default","Allow","strict","","any"
"871","STD_DMZ2_TO_INSIDE_1225","Shared","app-team","universal","dmz2","10.176.105.0/24","any","any","inside","10.10.158.0/24","any","smtp","application-default","Allow","none","","any"
"872","STD_IOT_TO_OUTSIDE_2125","Shared","standard","universal","iot","10.158.189.0/24","any","any","outside","60.46.35.160/32","any","snmp-base","application-default","Allow","none","","any"
"873","STD_VOIP_TO_OUTSIDE_2006","Shared","none","universal","voip","10.63.195.0/24","any","any","outside","91.29.161.120/32","any","smtp","application-default","Allow","none","","any"
"874","ALLOW_OUTSIDE_TO_DMZ_RISKY_14","Shared","remote-access","universal","outside","any","any","any","dmz","10.46.115.0/24","any","ssh","application-default","Allow","none","","any"
"875","STD_DMZ_TO_IOT_788","Shared","standard","universal","dmz","10.46.52.0/24","any","any","iot","10.158.207.0/24","any","kerberos","application-default","Allow","strict","","any"
"876","STD_MGMT_TO_IOT_15","Shared","none","universal","mgmt","10.180.195.0/24","any","any","iot","10.158.197.0/24","any","ldap","application-default","Allow","none","","any"
"877","STD_POS_TO_OUTSIDE_1057","Shared","standard","universal","pos","10.157.216.0/24","any","any","outside","203.95.158.48/32","any","smtp","application-default","Allow","none","","any"
"878","STD_INSIDE_TO_OUTSIDE_670","Shared","none","universal","inside","10.10.66.0/24","any","any","outside","77.224.9.52/32","any","ssl","application-default","Allow","strict","","any"
"879","STD_OUTSIDE_TO_MGMT_228","Shared","app-team","universal","outside","any","any","any","mgmt","10.180.37.0/24","any","ntp","application-default","Allow","none","","any"
"880","STD_POS_TO_DMZ2_1900","Shared","app-team","universal","pos","10.157.87.0/24","any","any","dmz2","10.176.176.0/24","any","ldap","application-default","Allow","strict","","any"
"881","STD_OUTSIDE_TO_VOIP_1251","Shared","none","universal","outside","any","any","any","voip","10.63.161.0/24","any","web-browsing","application-default","Allow","strict","","any"
"882","STD_IOT_TO_INSIDE_754","Shared","app-team","universal","iot","10.158.254.0/24","any","any","inside","10.10.254.0/24","any","voip-generic","application-default","Allow","strict","","any"
"883","STD_DMZ_TO_DMZ2_1648","Shared","app-team","universal","dmz","10.46.38.0/24","any","any","dmz2","10.176.123.0/24","any","sip","application-default","Allow","none","","any"
"884","STD_MGMT_TO_DMZ2_1295","Shared","none","universal","mgmt","10.180.51.0/24","any","any","dmz2","10.176.4.0/24","any","web-browsing","application-default","Allow","strict","","any"
"885","STD_INSIDE_TO_MGMT_3618","Shared","app-team","universal","inside","10.10.156.0/24","any","any","mgmt","10.180.116.0/24","any","web-browsing","application-default","Allow","strict","","any"
"886","STD_MGMT_TO_POS_2852","Shared","app-team","universal","mgmt","10.180.37.0/24","any","any","pos","10.157.186.0/24","any","web-browsing","application-default","Allow","strict","","any"
"887","STD_POS_TO_MGMT_2924","Shared","app-team","universal","pos","10.157.23.0/24","any","any","mgmt","10.180.182.0/24","any","ntp","application-default","Allow","strict","","any"
"888","STD_INSIDE_TO_DMZ_2414","Shared","app-team","universal","inside","10.10.25.0/24","any","any","dmz","10.46.141.0/24","any","snmp-base","application-default","Allow","none","","any"
"889","DNS_OUTBOUND_9","Shared","none","universal","inside","10.10.109.0/24","any","any","outside","8.8.8.8/32","any","dns-over-https","application-default","Allow","strict","","any"
"890","STD_INSIDE_TO_IOT_248","Shared","app-team","universal","inside","10.10.21.0/24","any","any","iot","10.158.117.0/24","any","ntp","application-default","Allow","none","","any"
"891","STD_MGMT_TO_IOT_1379","Shared","app-team","universal","mgmt","10.180.224.0/24","any","any","iot","10.158.82.0/24","any","dns","application-default","Allow","strict","","any"
"892","STD_OUTSIDE_TO_DMZ_2294","Shared","app-team","universal","outside","any","any","any","dmz","10.46.46.0/24","any","mqtt","application-default","Allow","none","","any"
"893","STD_IOT_TO_DMZ_1205","Shared","none","universal","iot","10.158.195.0/24","any","any","dmz","10.46.12.0/24","any","dns","application-default","Allow","strict","","any"
"894","STD_DMZ2_TO_MGMT_1421","Shared","none","universal","dmz2","10.176.226.0/24","any","any","mgmt","10.180.112.0/24","any","ping","application-default","Allow","strict","","any"
"895","STD_IOT_TO_DMZ2_135","Shared","standard","universal","iot","10.158.39.0/24","any","any","dmz2","10.176.70.0/24","any","sip","application-default","Allow","strict","","any"
"896","STD_OUTSIDE_TO_POS_2115","Shared","none","universal","outside","any","any","any","pos","10.157.49.0/24","any","ssl","application-default","Allow","strict","","any"
"897","STD_DMZ_TO_VOIP_554","Shared","app-team","universal","dmz","10.46.81.0/24","any","any","voip","10.63.91.0/24","any","mqtt","application-default","Allow","none","","any"
"898","STD_IOT_TO_MGMT_1596","Shared","standard","universal","iot","10.158.62.0/24","any","any","mgmt","10.180.221.0/24","any","voip-generic","application-default","Allow","none","","any"
"899","STD_DMZ2_TO_POS_3364","Shared","none","universal","dmz2","10.176.158.0/24","any","any","pos","10.157.251.0/24","any","dns","application-default","Allow","strict","","any"
"900","STD_OUTSIDE_TO_INSIDE_2538","Shared","none","universal","outside","any","any","any","inside","10.10.123.0/24","any","snmp-base","application-default","Allow","none","","any"
"901","STD_OUTSIDE_TO_IOT_1585","Shared","none","universal","outside","any","any","any","iot","10.158.180.0/24","any","voip-generic","application-default","Allow","none","","any"
"902","STD_POS_TO_OUTSIDE_2444","Shared","standard","universal","pos","10.157.32.0/24","any","any","outside","173.246.227.28/32","any","ntp","application-default","Allow","strict","","any"
"903","STD_INSIDE_TO_POS_2587","Shared","none","universal","inside","10.10.99.0/24","any","any","pos","10.157.133.0/24","any","sip","application-default","Allow","strict","","any"
"904","STD_MGMT_TO_DMZ2_3362","Shared","none","universal","mgmt","10.180.112.0/24","any","any","dmz2","10.176.153.0/24","any","smtp","application-default","Allow","strict","","any"
"905","STD_MGMT_TO_VOIP_3219","Shared","app-team","universal","mgmt","10.180.15.0/24","any","any","voip","10.63.113.0/24","any","ntp","application-default","Allow","strict","","any"
"906","STD_VOIP_TO_INSIDE_1897","Shared","standard","universal","voip","10.63.65.0/24","any","any","inside","10.10.75.0/24","any","mqtt","application-default","Allow","strict","","any"
"907","STD_DMZ_TO_DMZ2_2615","Shared","app-team","universal","dmz","10.46.150.0/24","any","any","dmz2","10.176.95.0/24","any","ldap","application-default","Allow","strict","","any"
"908","STD_OUTSIDE_TO_DMZ2_2130","Shared","standard","universal","outside","any","any","any","dmz2","10.176.234.0/24","any","ldap","application-default","Allow","strict","","any"
"909","STD_DMZ2_TO_INSIDE_3447","Shared","none","universal","dmz2","10.176.30.0/24","any","any","inside","10.10.90.0/24","any","dns","application-default","Allow","none","","any"
"910","STD_VOIP_TO_DMZ2_643","Shared","standard","universal","voip","10.63.96.0/24","any","any","dmz2","10.176.35.0/24","any","dns","application-default","Allow","strict","","any"
"911","STD_IOT_TO_POS_1298","Shared","app-team","universal","iot","10.158.175.0/24","any","any","pos","10.157.161.0/24","any","ntp","application-default","Allow","strict","","any"
"912","STD_MGMT_TO_VOIP_1138","Shared","standard","universal","mgmt","10.180.208.0/24","any","any","voip","10.63.33.0/24","any","voip-generic","application-default","Allow","strict","","any"
"913","STD_POS_TO_DMZ2_826","Shared","none","universal","pos","10.157.134.0/24","any","any","dmz2","10.176.74.0/24","any","sip","application-default","Allow","strict","","any"
"914","STD_VOIP_TO_DMZ_1012","Shared","none","universal","voip","10.63.46.0/24","any","any","dmz","10.46.120.0/24","any","snmp-base","application-default","Allow","strict","","any"
"915","STD_IOT_TO_MGMT_2293","Shared","app-team","universal","iot","10.158.112.0/24","any","any","mgmt","10.180.87.0/24","any","smtp","application-default","Allow","strict","","any"
"916","STD_POS_TO_OUTSIDE_2253","Shared","standard","universal","pos","10.157.154.0/24","any","any","outside","77.58.88.222/32","any","ldap","application-default","Allow","none","","any"
"917","STD_POS_TO_VOIP_1447","Shared","none","universal","pos","10.157.112.0/24","any","any","voip","10.63.44.0/24","any","ntp","application-default","Allow","strict","","any"
"918","STD_DMZ_TO_DMZ2_1994","Shared","app-team","universal","dmz","10.46.81.0/24","any","any","dmz2","10.176.51.0/24","any","ldap","application-default","Allow","strict","","any"
"919","STD_IOT_TO_OUTSIDE_1125","Shared","none","universal","iot","10.158.209.0/24","any","any","outside","118.60.231.102/32","any","ping","application-default","Allow","none","","any"
"920","STD_DMZ_TO_POS_555","Shared","standard","universal","dmz","10.46.247.0/24","any","any","pos","10.157.183.0/24","any","web-browsing","application-default","Allow","strict","","any"
"921","STD_INSIDE_TO_MGMT_2960","Shared","none","universal","inside","10.10.103.0/24","any","any","mgmt","10.180.60.0/24","any","smtp","application-default","Allow","strict","","any"
"922","STD_INSIDE_TO_MGMT_1354","Shared","standard","universal","inside","10.10.63.0/24","any","any","mgmt","10.180.89.0/24","any","sip","application-default","Allow","none","","any"
"923","STD_DMZ2_TO_INSIDE_201","Shared","app-team","universal","dmz2","10.176.244.0/24","any","any","inside","10.10.78.0/24","any","voip-generic","application-default","Allow","none","","any"
"924","STD_POS_TO_INSIDE_130","Shared","app-team","universal","pos","10.157.227.0/24","any","any","inside","10.10.179.0/24","any","voip-generic","application-default","Allow","strict","","any"
"925","STD_VOIP_TO_INSIDE_2393","Shared","standard","universal","voip","10.63.149.0/24","any","any","inside","10.10.131.0/24","any","smtp","application-default","Allow","strict","","any"
"926","STD_INSIDE_TO_OUTSIDE_1750","Shared","none","universal","inside","10.10.37.0/24","any","any","outside","156.185.181.196/32","any","kerberos","application-default","Allow","strict","","any"
"927","STD_INSIDE_TO_MGMT_2558","Shared","standard","universal","inside","10.10.110.0/24","any","any","mgmt","10.180.7.0/24","any","sip","application-default","Allow","strict","","any"
"928","STD_VOIP_TO_DMZ2_908","Shared","standard","universal","voip","10.63.85.0/24","any","any","dmz2","10.176.82.0/24","any","kerberos","application-default","Allow","none","","any"
"929","STD_OUTSIDE_TO_POS_817","Shared","none","universal","outside","any","any","any","pos","10.157.149.0/24","any","kerberos","application-default","Allow","none","","any"
"930","LEGACY_PORT_RULE_5","Shared","legacy-port","universal","inside","any","any","any","pos","10.157.53.0/24","any","any","tcp-1433","Allow","none","","any"
"931","STD_VOIP_TO_DMZ_3617","Shared","app-team","universal","voip","10.63.25.0/24","any","any","dmz","10.46.238.0/24","any","smtp","application-default","Allow","strict","","any"
"932","STD_POS_TO_IOT_1366","Shared","app-team","universal","pos","10.157.176.0/24","any","any","iot","10.158.125.0/24","any","kerberos","application-default","Allow","none","","any"
"933","STD_DMZ_TO_IOT_2061","Shared","app-team","universal","dmz","10.46.85.0/24","any","any","iot","10.158.51.0/24","any","voip-generic","application-default","Allow","strict","","any"
"934","STD_OUTSIDE_TO_MGMT_933","Shared","none","universal","outside","any","any","any","mgmt","10.180.132.0/24","any","dns","application-default","Allow","none","","any"
"935","STD_MGMT_TO_INSIDE_2032","Shared","app-team","universal","mgmt","10.180.112.0/24","any","any","inside","10.10.125.0/24","any","ntp","application-default","Allow","strict","","any"
"936","STD_DMZ2_TO_POS_230","Shared","app-team","universal","dmz2","10.176.60.0/24","any","any","pos","10.157.245.0/24","any","ntp","application-default","Allow","none","","any"
"937","STD_MGMT_TO_DMZ2_237","Shared","app-team","universal","mgmt","10.180.86.0/24","any","any","dmz2","10.176.180.0/24","any","dns","application-default","Allow","strict","","any"
"938","STD_POS_TO_VOIP_2257","Shared","standard","universal","pos","10.157.216.0/24","any","any","voip","10.63.34.0/24","any","ssl","application-default","Allow","strict","","any"
"939","STD_DMZ_TO_MGMT_859","Shared","app-team","universal","dmz","10.46.32.0/24","any","any","mgmt","10.180.54.0/24","any","ssl","application-default","Allow","strict","","any"
"940","STD_MGMT_TO_IOT_926","Shared","standard","universal","mgmt","10.180.70.0/24","any","any","iot","10.158.102.0/24","any","dns","application-default","Allow","strict","","any"
"941","POS_TO_INSIDE_17","Shared","pos-segment","universal","pos","10.157.245.0/24","any","any","inside","10.10.225.0/24","any","vnc","application-default","Allow","none","","any"
"942","STD_OUTSIDE_TO_VOIP_3486","Shared","app-team","universal","outside","any","any","any","voip","10.63.93.0/24","any","mqtt","application-default","Allow","strict","","any"
"943","STD_MGMT_TO_IOT_658","Shared","none","universal","mgmt","10.180.79.0/24","any","any","iot","10.158.190.0/24","any","ssl","application-default","Allow","strict","","any"
"944","STD_MGMT_TO_OUTSIDE_1670","Shared","standard","universal","mgmt","10.180.10.0/24","any","any","outside","141.215.9.70/32","any","snmp-base","application-default","Allow","none","","any"
"945","STD_IOT_TO_DMZ_602","Shared","app-team","universal","iot","10.158.111.0/24","any","any","dmz","10.46.137.0/24","any","dns","application-default","Allow","none","","any"
"946","STD_OUTSIDE_TO_VOIP_2319","Shared","standard","universal","outside","any","any","any","voip","10.63.69.0/24","any","dns","application-default","Allow","strict","","any"
"947","STD_MGMT_TO_INSIDE_1616","Shared","standard","universal","mgmt","10.180.114.0/24","any","any","inside","10.10.79.0/24","any","snmp-base","application-default","Allow","none","","any"
"948","STD_DMZ_TO_IOT_62","Shared","standard","universal","dmz","10.46.30.0/24","any","any","iot","10.158.168.0/24","any","ldap","application-default","Allow","strict","","any"
"949","STD_MGMT_TO_DMZ2_3598","Shared","app-team","universal","mgmt","10.180.30.0/24","any","any","dmz2","10.176.127.0/24","any","mqtt","application-default","Allow","strict","","any"
"950","STD_INSIDE_TO_VOIP_1365","Shared","app-team","universal","inside","10.10.7.0/24","any","any","voip","10.63.97.0/24","any","kerberos","application-default","Allow","strict","","any"
"951","STD_POS_TO_INSIDE_1518","Shared","app-team","universal","pos","10.157.50.0/24","any","any","inside","10.10.64.0/24","any","sip","application-default","Allow","strict","","any"
"952","DUPLICATE_NAME_TEST","Shared","none","universal","outside","any","any","any","dmz","88.247.173.215/32","any","ssl","application-default","Allow","strict","","any"
"953","STD_POS_TO_IOT_403","Shared","none","universal","pos","10.157.135.0/24","any","any","iot","10.158.144.0/24","any","snmp-base","application-default","Allow","strict","","any"
"954","STD_INSIDE_TO_MGMT_1333","Shared","app-team","universal","inside","10.10.237.0/24","any","any","mgmt","10.180.195.0/24","any","snmp-base","application-default","Allow","none","","any"
"955","STD_IOT_TO_POS_1581","Shared","none","universal","iot","10.158.147.0/24","any","any","pos","10.157.147.0/24","any","kerberos","application-default","Allow","strict","","any"
"956","STD_VOIP_TO_DMZ2_966","Shared","none","universal","voip","10.63.254.0/24","any","any","dmz2","10.176.118.0/24","any","ldap","application-default","Allow","strict","","any"
"957","STD_VOIP_TO_POS_1143","Shared","standard","universal","voip","10.63.85.0/24","any","any","pos","10.157.0.0/24","any","web-browsing","application-default","Allow","strict","","any"
"958","STD_OUTSIDE_TO_INSIDE_75","Shared","none","universal","outside","any","any","any","inside","10.10.104.0/24","any","snmp-base","application-default","Allow","strict","","any"
"959","STD_INSIDE_TO_DMZ2_1258","Shared","none","universal","inside","10.10.121.0/24","any","any","dmz2","10.176.219.0/24","any","ntp","application-default","Allow","none","","any"
"960","STD_OUTSIDE_TO_INSIDE_1236","Shared","app-team","universal","outside","any","any","any","inside","10.10.236.0/24","any","smtp","application-default","Allow","strict","","any"
"961","STD_INSIDE_TO_POS_3147","Shared","app-team","universal","inside","10.10.82.0/24","any","any","pos","10.157.101.0/24","any","ssl","application-default","Allow","none","","any"
"962","STD_POS_TO_OUTSIDE_234","Shared","app-team","universal","pos","10.157.113.0/24","any","any","outside","198.38.5.67/32","any","sip","application-default","Allow","none","","any"
"963","STD_INSIDE_TO_IOT_1786","Shared","standard","universal","inside","10.10.222.0/24","any","any","iot","10.158.178.0/24","any","dns","application-default","Allow","strict","","any"
"964","STD_INSIDE_TO_MGMT_2574","Shared","app-team","universal","inside","10.10.134.0/24","any","any","mgmt","10.180.11.0/24","any","smtp","application-default","Allow","none","","any"
"965","STD_VOIP_TO_POS_1459","Shared","none","universal","voip","10.63.116.0/24","any","any","pos","10.157.216.0/24","any","dns","application-default","Allow","strict","","any"
"966","STD_DMZ2_TO_IOT_2198","Shared","standard","universal","dmz2","10.176.18.0/24","any","any","iot","10.158.106.0/24","any","ntp","application-default","Allow","none","","any"
"967","STD_IOT_TO_POS_3168","Shared","none","universal","iot","10.158.254.0/24","any","any","pos","10.157.91.0/24","any","kerberos","application-default","Allow","none","","any"
"968","STD_POS_TO_IOT_1255","Shared","app-team","universal","pos","10.157.68.0/24","any","any","iot","10.158.170.0/24","any","dns","application-default","Allow","none","","any"
