"","Name","Location","Tags","Type","Source Zone","Source Address","Source User","Source Device","Destination Zone","Destination Address","Destination Device","Application","Service","Action","Profile","Options","Target"
"1391","STD_AD_TO_POS_967","Shared","none","universal","ad","API-GATEWAY-01","any","any","pos","WORKSTATIONS-FLOOR1","any","ssl","application-default","Allow","strict","","any"
"1392","STD_SERVER_TO_VOIP_860","Shared","app-team","universal","server","FILE-SRV-01","any","any","voip","VOIP-PBX-01","any","ping","application-default","Allow","none","","any"
"1393","STD_DMZ_TO_SERVER_1917","Shared","app-team","universal","dmz","WORKSTATIONS-FLOOR2","any","any","server","WORKSTATIONS-FLOOR2","any","snmp-base","application-default","Allow","none","","any"
"1394","OPEN_OUTSIDE_TO_MGMT-HOSTS-G_124","Shared","legacy-open","universal","outside","any","any","any","dmz","MGMT-HOSTS-G","any","ftp","any","Allow","none","","any"
"1395","STD_IOT_TO_INSIDE_3157","Shared","none","universal","iot","WEB-SRV-01","any","any","inside","FILE-SRV-01","any","sip","application-default","Allow","strict","","any"
"1396","STD_MGMT_TO_AD_1913","Shared","app-team","universal","mgmt","APP-SRV-01","any","any","ad","WORKSTATIONS-FLOOR2","any","ping","application-default","Allow","none","","any"
"1397","OUTBOUND_OPEN_11","Shared","legacy-open","universal","mgmt","any","any","any","outside","any","any","any","any","Allow","none","","any"
"1398","STD_DMZ_TO_VOIP_963","Shared","standard","universal","dmz","WEB-SRV-02","any","any","voip","MGMT-JUMPBOX-01","any","smtp","application-default","Allow","strict","","any"
"1399","STD_INSIDE_TO_VOIP_484","Shared","standard","universal","inside","DB-SRV-01","any","any","voip","APP-SRV-01","any","mqtt","application-default","Allow","strict","","any"
"1400","RISKY_OUTSIDE_TO_APP-SRV-01_81","Shared","remote-access","universal","outside","any","any","any","inside","APP-SRV-01","any","anydesk","application-default","Allow","none","","any"
"1401","BROAD_INTERNAL_VOIP_TO_AD_14","Shared","internal","universal","voip","any","any","any","ad","any","any","any","any","Allow","none","","any"
"1402","LEGACY_PORT_22","Shared","legacy-port","universal","inside","any","any","any","voip","APP-SRV-01","any","any","tcp-23","Allow","none","","any"
"1403","SCOPED_PARTNER_TO_API-GATEWAY-01_11","Shared","partner-integration","universal","outside","PARTNER-VENDOR-A","any","any","dmz","API-GATEWAY-01","any","ssl","application-default","Allow","strict","","any"
"1404","STD_POS_TO_SERVER_1218","Shared","none","universal","pos","WEB-SRV-01","any","any","server","WORKSTATIONS-FLOOR2","any","dns","application-default","Allow","strict","","any"
"1405","STD_DMZ_TO_AD_187","Shared","none","universal","dmz","WORKSTATIONS-FLOOR2","any","any","ad","WEB-SRV-01","any","voip-generic","application-default","Allow","strict","","any"
"1406","STD_INSIDE_TO_OUTSIDE_1945","Shared","standard","universal","inside","API-GATEWAY-01","any","any","outside","1.1.1.1/32","any","ntp","application-default","Allow","strict","","any"
"1407","STD_IOT_TO_SERVER_1212","Shared","app-team","universal","iot","API-GATEWAY-01","any","any","server","VOIP-PBX-01","any","mqtt","application-default","Allow","strict","","any"
"1408","STD_VOIP_TO_MGMT_1161","Shared","app-team","universal","voip","APP-SRV-01","any","any","mgmt","WORKSTATIONS-FLOOR1","any","voip-generic","application-default","Allow","none","","any"
"1409","LEGACY_PORT_25","Shared","legacy-port","universal","inside","any","any","any","iot","APP-SRV-01","any","any","tcp-443","Allow","none","","any"
"1410","RISKY_OUTSIDE_TO_FILE-SRV-01_109","Shared","remote-access","universal","outside","any","any","any","server","FILE-SRV-01","any","splashtop","application-default","Allow","none","","any"
"1411","STD_DMZ_TO_VOIP_129","Shared","app-team","universal","dmz","WEB-SRV-01","any","any","voip","API-GATEWAY-01","any","ping","application-default","Allow","strict","","any"
"1412","STD_OUTSIDE_TO_IOT_3928","Shared","none","universal","outside","any","any","any","iot","DB-SRV-01","any","ping","application-default","Allow","none","","any"
"1413","LEGACY_PORT_59","Shared","legacy-port","universal","outside","any","any","any","inside","APP-SRV-01","any","any","tcp-5900","Allow","none","","any"
"1414","BROAD_INTERNAL_INSIDE_TO_IOT_16","Shared","internal","universal","inside","any","any","any","iot","any","any","any","any","Allow","none","","any"
"1415","STD_POS_TO_SERVER_906","Shared","app-team","universal","pos","MGMT-JUMPBOX-01","any","any","server","APP-SRV-02","any","ping","application-default","Allow","none","","any"
"1416","STD_SERVER_TO_MGMT_3613","Shared","app-team","universal","server","APP-SRV-02","any","any","mgmt","IOT-GATEWAY-01","any","snmp-base","application-default","Allow","none","","any"
"1417","STD_DMZ_TO_IOT_839","Shared","standard","universal","dmz","WORKSTATIONS-FLOOR1","any","any","iot","WEB-SRV-02","any","smtp","application-default","Allow","strict","","any"
"1418","STD_AD_TO_OUTSIDE_320","Shared","standard","universal","ad","APP-SRV-02","any","any","outside","8.8.8.8/32","any","snmp-base","application-default","Allow","none","","any"
"1419","STD_POS_TO_MGMT_3525","Shared","app-team","universal","pos","WEB-SRV-01","any","any","mgmt","FILE-SRV-01","any","ssl","application-default","Allow","strict","","any"
"1420","STD_DMZ_TO_OUTSIDE_936","Shared","app-team","universal","dmz","WEB-SRV-01","any","any","outside","9.9.9.9/32","any","ssl","application-default","Allow","strict","","any"
"1421","STD_IOT_TO_POS_2712","Shared","none","universal","iot","WORKSTATIONS-FLOOR1","any","any","pos","VOIP-PBX-01","any","web-browsing","application-default","Allow","strict","","any"
"1422","OUTBOUND_OPEN_19","Shared","legacy-open","universal","dmz","any","any","any","outside","any","any","any","any","Allow","none","","any"
"1423","STD_IOT_TO_OUTSIDE_3334","Shared","standard","universal","iot","DC-01","any","any","outside","9.9.9.9/32","any","sip","application-default","Allow","strict","","any"
"1424","STD_INSIDE_TO_VOIP_3337","Shared","standard","universal","inside","IOT-GATEWAY-01","any","any","voip","APP-SRV-01","any","ntp","application-default","Allow","strict","","any"
"1425","[Disabled] OLD_DISABLED_21","Shared","none","universal","outside","any","any","any","inside","APP-SRV-01","any","any","any","Allow","none","","any"
"1426","POS_TO_DC_58","Shared","ad-auth","universal","pos","WORKSTATIONS-FLOOR1","any","any","ad","DOMAIN-CONTROLLERS-G","any","ms-ds-smb","application-default","Allow","none","","any"
"1427","[Disabled] OLD_DISABLED_13","Shared","none","universal","outside","any","any","any","mgmt","FILE-SRV-01","any","any","any","Allow","none","","any"
"1428","STD_DMZ_TO_INSIDE_3454","Shared","none","universal","dmz","WORKSTATIONS-FLOOR2","any","any","inside","MGMT-JUMPBOX-01","any","ssl","application-default","Allow","none","","any"
"1429","STD_MGMT_TO_DMZ_3724","Shared","none","universal","mgmt","WEB-SRV-02","any","any","dmz","API-GATEWAY-01","any","voip-generic","application-default","Allow","strict","","any"
"1430","STD_DMZ_TO_IOT_2813","Shared","none","universal","dmz","FILE-SRV-01","any","any","iot","IOT-GATEWAY-01","any","mqtt","application-default","Allow","none","","any"
"1431","STD_INSIDE_TO_VOIP_1747","Shared","app-team","universal","inside","WEB-SRV-02","any","any","voip","WORKSTATIONS-FLOOR1","any","voip-generic","application-default","Allow","strict","","any"
"1432","OUTBOUND_SCOPED_11","Shared","outbound-standard","universal","inside","APP-SRV-01","any","any","outside","203.212.102.14/32","any","voip-generic","application-default","Allow","strict","","any"
"1433","STD_DMZ_TO_VOIP_1440","Shared","none","universal","dmz","APP-SRV-01","any","any","voip","APP-SRV-02","any","ping","application-default","Allow","none","","any"
"1434","STD_INSIDE_TO_MGMT_1665","Shared","app-team","universal","inside","APP-SRV-01","any","any","mgmt","WEB-SRV-02","any","web-browsing","application-default","Allow","none","","any"
"1435","STD_MGMT_TO_INSIDE_3775","Shared","none","universal","mgmt","APP-SRV-01","any","any","inside","MGMT-JUMPBOX-01","any","sip","application-default","Allow","strict","","any"
"1436","STD_POS_TO_INSIDE_3827","Shared","standard","universal","pos","DC-01","any","any","inside","WORKSTATIONS-FLOOR2","any","ssl","application-default","Allow","strict","","any"
"1437","STD_POS_TO_DMZ_3730","Shared","standard","universal","pos","WEB-SRV-01","any","any","dmz","WEB-SRV-01","any","ntp","application-default","Allow","none","","any"
"1438","DNS_OUTBOUND_4","Shared","none","universal","mgmt","APP-SRV-01","any","any","outside","1.1.1.1/32","any","dns","tcp-853","Allow","strict","","any"
"1439","STD_SERVER_TO_POS_591","Shared","none","universal","server","WORKSTATIONS-FLOOR1","any","any","pos","APP-SRV-01","any","mqtt","application-default","Allow","none","","any"
"1440","STD_OUTSIDE_TO_DMZ_2546","Shared","app-team","universal","outside","any","any","any","dmz","API-GATEWAY-01","any","voip-generic","application-default","Allow","strict","","any"
"1441","STD_SERVER_TO_DMZ_1239","Shared","none","universal","server","FILE-SRV-01","any","any","dmz","WORKSTATIONS-FLOOR2","any","web-browsing","application-default","Allow","strict","","any"
"1442","STD_AD_TO_OUTSIDE_779","Shared","none","universal","ad","APP-SRV-02","any","any","outside","8.8.8.8/32","any","voip-generic","application-default","Allow","none","","any"
"1443","STD_SERVER_TO_IOT_1741","Shared","none","universal","server","WORKSTATIONS-FLOOR1","any","any","iot","WORKSTATIONS-FLOOR2","any","ssl","application-default","Allow","strict","","any"
"1444","STD_AD_TO_SERVER_2870","Shared","standard","universal","ad","VOIP-PBX-01","any","any","server","FILE-SRV-01","any","ntp","application-default","Allow","strict","","any"
"1445","STD_IOT_TO_INSIDE_3330","Shared","none","universal","iot","IOT-GATEWAY-01","any","any","inside","DB-SRV-01","any","ssl","application-default","Allow","none","","any"
"1446","STD_AD_TO_VOIP_3643","Shared","standard","universal","ad","DC-01","any","any","voip","APP-SRV-02","any","sip","application-default","Allow","none","","any"
"1447","STD_INSIDE_TO_OUTSIDE_1376","Shared","app-team","universal","inside","API-GATEWAY-01","any","any","outside","8.8.8.8/32","any","ssl","application-default","Allow","strict","","any"
"1448","REMOTE_ACCESS_26","Shared","remote-support","universal","outside","any","any","any","dmz","FILE-SRV-01","any","teamviewer","application-default","Allow","none","","any"
"1449","STD_AD_TO_MGMT_3537","Shared","none","universal","ad","WORKSTATIONS-FLOOR1","any","any","mgmt","FILE-SRV-01","any","ssl","application-default","Allow","strict","","any"
"1450","STD_DMZ_TO_AD_3807","Shared","none","universal","dmz","WEB-SRV-02","any","any","ad","IOT-GATEWAY-01","any","dns","application-default","Allow","strict","","any"
"1451","STD_VOIP_TO_SERVER_1660","Shared","standard","universal","voip","VOIP-PBX-01","any","any","server","WORKSTATIONS-FLOOR1","any","smtp","application-default","Allow","strict","","any"
"1452","STD_OUTSIDE_TO_MGMT_1180","Shared","none","universal","outside","any","any","any","mgmt","WEB-SRV-02","any","smtp","application-default","Allow","strict","","any"
"1453","STD_AD_TO_VOIP_2440","Shared","none","universal","ad","IOT-GATEWAY-01","any","any","voip","FILE-SRV-01","any","smtp","application-default","Allow","none","","any"
"1454","REMOTE_ACCESS_21","Shared","remote-support","universal","outside","any","any","any","server","FILE-SRV-01","any","splashtop","application-default","Allow","none","","any"
"1455","STD_SERVER_TO_VOIP_731","Shared","app-team","universal","server","APP-SRV-02","any","any","voip","WORKSTATIONS-FLOOR2","any","voip-generic","application-default","Allow","strict","","any"
"1456","SCOPED_INTERNAL_POS_TO_IOT_48","Shared","standard","universal","pos","MGMT-JUMPBOX-01","any","any","iot","APP-SRV-01","any","ntp","application-default","Allow","strict","","any"
"1457","STD_POS_TO_INSIDE_1335","Shared","standard","universal","pos","DC-01","any","any","inside","WORKSTATIONS-FLOOR2","any","sip","application-default","Allow","strict","","any"
"1458","STD_MGMT_TO_AD_1170","Shared","none","universal","mgmt","VOIP-PBX-01","any","any","ad","WEB-SRV-02","any","dns","application-default","Allow","strict","","any"
"1459","STD_IOT_TO_INSIDE_3269","Shared","app-team","universal","iot","WEB-SRV-02","any","any","inside","APP-SRV-01","any","sip","application-default","Allow","strict","","any"
"1460","SCOPED_INTERNAL_SERVER_TO_DMZ_36","Shared","standard","universal","server","WORKSTATIONS-FLOOR1","any","any","dmz","APP-SRV-01","any","ping","application-default","Allow","strict","","any"
"1461","BROAD_INTERNAL_SERVER_TO_VOIP_24","Shared","internal","universal","server","any","any","any","voip","any","any","any","any","Allow","none","","any"
"1462","STD_VOIP_TO_SERVER_2891","Shared","app-team","universal","voip","WORKSTATIONS-FLOOR1","any","any","server","IOT-GATEWAY-01","any","dns","application-default","Allow","none","","any"
"1463","STD_DMZ_TO_IOT_2834","Shared","none","universal","dmz","DC-01","any","any","iot","MGMT-JUMPBOX-01","any","ping","application-default","Allow","none","","any"
"1464","STD_VOIP_TO_POS_2242","Shared","app-team","universal","voip","APP-SRV-01","any","any","pos","WORKSTATIONS-FLOOR1","any","ntp","application-default","Allow","none","","any"
"1465","STD_POS_TO_AD_2555","Shared","standard","universal","pos","FILE-SRV-01","any","any","ad","API-GATEWAY-01","any","ntp","application-default","Allow","strict","","any"
"1466","STD_OUTSIDE_TO_VOIP_3020","Shared","standard","universal","outside","any","any","any","voip","API-GATEWAY-01","any","mqtt","application-default","Allow","strict","","any"
"1467","STD_SERVER_TO_MGMT_3690","Shared","none","universal","server","IOT-GATEWAY-01","any","any","mgmt","FILE-SRV-01","any","web-browsing","application-default","Allow","strict","","any"
"1468","STD_OUTSIDE_TO_SERVER_2285","Shared","app-team","universal","outside","any","any","any","server","VOIP-PBX-01","any","ntp","application-default","Allow","strict","","any"
"1469","SCOPED_PARTNER_TO_WEB-SRV-01_45","Shared","partner-integration","universal","outside","PARTNER-VENDOR-A","any","any","dmz","WEB-SRV-01","any","ssl","application-default","Allow","strict","","any"
"1470","STD_MGMT_TO_AD_93","Shared","app-team","universal","mgmt","MGMT-JUMPBOX-01","any","any","ad","APP-SRV-02","any","voip-generic","application-default","Allow","strict","","any"
"1471","STD_INSIDE_TO_VOIP_2725","Shared","standard","universal","inside","APP-SRV-01","any","any","voip","APP-SRV-02","any","snmp-base","application-default","Allow","strict","","any"
"1472","STD_POS_TO_VOIP_799","Shared","standard","universal","pos","DC-01","any","any","voip","API-GATEWAY-01","any","ntp","application-default","Allow","strict","","any"
"1473","STD_MGMT_TO_POS_3540","Shared","none","universal","mgmt","MGMT-JUMPBOX-01","any","any","pos","WORKSTATIONS-FLOOR2","any","web-browsing","application-default","Allow","none","","any"
"1474","STD_OUTSIDE_TO_INSIDE_2597","Shared","standard","universal","outside","any","any","any","inside","APP-SRV-01","any","snmp-base","application-default","Allow","strict","","any"
"1475","STD_MGMT_TO_OUTSIDE_440","Shared","app-team","universal","mgmt","WORKSTATIONS-FLOOR1","any","any","outside","9.9.9.9/32","any","smtp","application-default","Allow","strict","","any"
"1476","STD_MGMT_TO_POS_3746","Shared","app-team","universal","mgmt","WEB-SRV-01","any","any","pos","APP-SRV-01","any","web-browsing","application-default","Allow","none","","any"
"1477","STD_DMZ_TO_MGMT_3144","Shared","app-team","universal","dmz","FILE-SRV-01","any","any","mgmt","DC-01","any","ping","application-default","Allow","strict","","any"
"1478","STD_MGMT_TO_POS_433","Shared","standard","universal","mgmt","APP-SRV-01","any","any","pos","DC-01","any","ping","application-default","Allow","strict","","any"
"1479","STD_DMZ_TO_IOT_3367","Shared","standard","universal","dmz","DC-01","any","any","iot","VOIP-PBX-01","any","ntp","application-default","Allow","strict","","any"
"1480","STD_OUTSIDE_TO_AD_1063","Shared","standard","universal","outside","any","any","any","ad","APP-SRV-02","any","sip","application-default","Allow","none","","any"
"1481","STD_OUTSIDE_TO_AD_117","Shared","none","universal","outside","any","any","any","ad","WEB-SRV-02","any","snmp-base","application-default","Allow","strict","","any"
"1482","RISKY_OUTSIDE_TO_FILE-SRV-01_60","Shared","remote-access","universal","outside","any","any","any","iot","FILE-SRV-01","any","vnc","application-default","Allow","none","","any"
"1483","STD_VOIP_TO_INSIDE_2136","Shared","none","universal","voip","WORKSTATIONS-FLOOR2","any","any","inside","WEB-SRV-02","any","ssl","application-default","Allow","none","","any"
"1484","SCOPED_NO_PROFILE_18","Shared","partner-integration","universal","outside","PARTNER-VENDOR-A","any","any","dmz","WEB-SRV-01","any","ssl","application-default","Allow","none","","any"
"1485","STD_OUTSIDE_TO_INSIDE_1414","Shared","standard","universal","outside","any","any","any","inside","IOT-GATEWAY-01","any","ntp","application-default","Allow","strict","","any"
"1486","STD_MGMT_TO_SERVER_895","Shared","app-team","universal","mgmt","WORKSTATIONS-FLOOR2","any","any","server","WORKSTATIONS-FLOOR1","any","ssl","application-default","Allow","strict","","any"
"1487","STD_IOT_TO_INSIDE_2048","Shared","app-team","universal","iot","WORKSTATIONS-FLOOR1","any","any","inside","DB-SRV-01","any","dns","application-default","Allow","strict","","any"
"1488","STD_AD_TO_OUTSIDE_3310","Shared","standard","universal","ad","WEB-SRV-02","any","any","outside","9.9.9.9/32","any","ntp","application-default","Allow","strict","","any"
"1489","STD_DMZ_TO_SERVER_3089","Shared","standard","universal","dmz","WORKSTATIONS-FLOOR1","any","any","server","WEB-SRV-01","any","sip","application-default","Allow","strict","","any"
"1490","STD_DMZ_TO_MGMT_3029","Shared","none","universal","dmz","APP-SRV-01","any","any","mgmt","WEB-SRV-02","any","ping","application-default","Allow","strict","","any"
"1491","STD_INSIDE_TO_VOIP_711","Shared","standard","universal","inside","DB-SRV-01","any","any","voip","MGMT-JUMPBOX-01","any","dns","application-default","Allow","none","","any"
"1492","STD_POS_TO_VOIP_1498","Shared","standard","universal","pos","WEB-SRV-01","any","any","voip","APP-SRV-02","any","mqtt","application-default","Allow","strict","","any"
"1493","STD_IOT_TO_VOIP_902","Shared","standard","universal","iot","API-GATEWAY-01","any","any","voip","API-GATEWAY-01","any","ssl","application-default","Allow","strict","","any"
"1494","STD_OUTSIDE_TO_AD_2405","Shared","standard","universal","outside","any","any","any","ad","WORKSTATIONS-FLOOR1","any","ntp","application-default","Allow","none","","any"
"1495","STD_VOIP_TO_AD_48","Shared","standard","universal","voip","WORKSTATIONS-FLOOR1","any","any","ad","VOIP-PBX-01","any","ping","application-default","Allow","strict","","any"
"1496","STD_DMZ_TO_SERVER_3406","Shared","app-team","universal","dmz","WEB-SRV-01","any","any","server","APP-SRV-01","any","smtp","application-default","Allow","strict","","any"
"1497","BROAD_INTERNAL_VOIP_TO_IOT_23","Shared","internal","universal","voip","any","any","any","iot","any","any","any","any","Allow","none","","any"
"1498","STD_SERVER_TO_VOIP_2085","Shared","standard","universal","server","WORKSTATIONS-FLOOR2","any","any","voip","WORKSTATIONS-FLOOR1","any","dns","application-default","Allow","strict","","any"
"1499","INSIDE_TO_DC_38","Shared","ad-auth","universal","inside","WORKSTATIONS-FLOOR1","any","any","ad","DOMAIN-CONTROLLERS-G","any","ms-ds-smb","application-default","Allow","none","","any"
"1500","STD_SERVER_TO_OUTSIDE_869","Shared","app-team","universal","server","WEB-SRV-01","any","any","outside","1.1.1.1/32","any","smtp","application-default","Allow","strict","","any"
"1501","STD_VOIP_TO_SERVER_2342","Shared","none","universal","voip","APP-SRV-01","any","any","server","API-GATEWAY-01","any","web-browsing","application-default","Allow","none","","any"
"1502","STD_SERVER_TO_VOIP_3347","Shared","app-team","universal","server","MGMT-JUMPBOX-01","any","any","voip","MGMT-JUMPBOX-01","any","ntp","application-default","Allow","strict","","any"
"1503","OPEN_OUTSIDE_TO_MGMT-HOSTS-G_84","Shared","legacy-open","universal","outside","any","any","any","pos","MGMT-HOSTS-G","any","kerberos","any","Allow","none","","any"
"1504","STD_MGMT_TO_AD_894","Shared","app-team","universal","mgmt","MGMT-JUMPBOX-01","any","any","ad","APP-SRV-02","any","ntp","application-default","Allow","none","","any"
"1505","STD_SERVER_TO_MGMT_3958","Shared","app-team","universal","server","MGMT-JUMPBOX-01","any","any","mgmt","IOT-GATEWAY-01","any","snmp-base","application-default","Allow","none","","any"
"1506","STD_IOT_TO_SERVER_2135","Shared","standard","universal","iot","WEB-SRV-01","any","any","server","WEB-SRV-01","any","snmp-base","application-default","Allow","strict","","any"
"1507","SERVER_TO_DC_7","Shared","ad-auth","universal","server","WORKSTATIONS-FLOOR2","any","any","ad","DOMAIN-CONTROLLERS-G","any","ms-ds-smb","application-default","Allow","none","","any"
"1508","STD_DMZ_TO_IOT_1575","Shared","none","universal","dmz","API-GATEWAY-01","any","any","iot","IOT-GATEWAY-01","any","ntp","application-default","Allow","strict","","any"
"1509","[Disabled] OLD_DISABLED_6","Shared","none","universal","outside","any","any","any","dmz","APP-SRV-01","any","any","any","Allow","none","","any"
"1510","STD_OUTSIDE_TO_AD_1678","Shared","none","universal","outside","any","any","any","ad","FILE-SRV-01","any","sip","application-default","Allow","strict","","any"
"1511","STD_INSIDE_TO_SERVER_903","Shared","app-team","universal","inside","WEB-SRV-01","any","any","server","DB-SRV-01","any","voip-generic","application-default","Allow","none","","any"
"1512","STD_POS_TO_IOT_3425","Shared","none","universal","pos","WORKSTATIONS-FLOOR1","any","any","iot","DC-01","any","smtp","application-default","Allow","strict","","any"
"1513","OPEN_OUTSIDE_TO_WEB-SERVERS-G_140","Shared","legacy-open","universal","outside","any","any","any","pos","WEB-SERVERS-G","any","teamviewer","application-default","Allow","none","","any"
"1514","STD_DMZ_TO_SERVER_1959","Shared","standard","universal","dmz","VOIP-PBX-01","any","any","server","DB-SRV-01","any","sip","application-default","Allow","strict","","any"
"1515","STD_IOT_TO_POS_2744","Shared","app-team","universal","iot","DB-SRV-01","any","any","pos","WORKSTATIONS-FLOOR2","any","ping","application-default","Allow","strict","","any"
"1516","STD_VOIP_TO_DMZ_1725","Shared","standard","universal","voip","DC-01","any","any","dmz","DC-01","any","dns","application-default","Allow","none","","any"
"1517","OUTBOUND_OPEN_38","Shared","legacy-open","universal","server","any","any","any","outside","any","any","any","any","Allow","none","","any"
"1518","STD_SERVER_TO_DMZ_2441","Shared","none","universal","server","WORKSTATIONS-FLOOR2","any","any","dmz","APP-SRV-01","any","dns","application-default","Allow","strict","","any"
"1519","STD_SERVER_TO_VOIP_3411","Shared","app-team","universal","server","APP-SRV-02","any","any","voip","DC-01","any","web-browsing","application-default","Allow","none","","any"
"1520","STD_DMZ_TO_INSIDE_1788","Shared","none","universal","dmz","IOT-GATEWAY-01","any","any","inside","WEB-SRV-02","any","ntp","application-default","Allow","strict","","any"
"1521","STD_SERVER_TO_AD_3497","Shared","app-team","universal","server","APP-SRV-02","any","any","ad","DC-01","any","sip","application-default","Allow","strict","","any"
"1522","STD_VOIP_TO_DMZ_1576","Shared","none","universal","voip","FILE-SRV-01","any","any","dmz","MGMT-JUMPBOX-01","any","ntp","application-default","Allow","none","","any"
"1523","STD_MGMT_TO_VOIP_768","Shared","app-team","universal","mgmt","DB-SRV-01","any","any","voip","DC-01","any","ntp","application-default","Allow","strict","","any"
"1524","STD_INSIDE_TO_SERVER_1972","Shared","none","universal","inside","IOT-GATEWAY-01","any","any","server","FILE-SRV-01","any","web-browsing","application-default","Allow","strict","","any"
"1525","OPEN_OUTSIDE_TO_WEB-SERVERS-G_132","Shared","legacy-open","universal","outside","any","any","any","dmz","WEB-SERVERS-G","any","kerberos","application-default","Allow","none","","any"
"1526","OPEN_OUTSIDE_TO_CRITICAL-INFRA-G_46","Shared","legacy-open","universal","outside","any","any","any","mgmt","CRITICAL-INFRA-G","any","splashtop","any","Allow","none","","any"
"1527","STD_DMZ_TO_VOIP_3151","Shared","standard","universal","dmz","WORKSTATIONS-FLOOR2","any","any","voip","WORKSTATIONS-FLOOR2","any","smtp","application-default","Allow","strict","","any"
"1528","STD_IOT_TO_AD_1314","Shared","standard","universal","iot","WEB-SRV-01","any","any","ad","MGMT-JUMPBOX-01","any","snmp-base","application-default","Allow","strict","","any"
"1529","STD_INSIDE_TO_AD_766","Shared","standard","universal","inside","WEB-SRV-02","any","any","ad","DC-01","any","dns","application-default","Allow","strict","","any"
"1530","STD_SERVER_TO_VOIP_1736","Shared","none","universal","server","WEB-SRV-01","any","any","voip","DC-01","any","ntp","application-default","Allow","strict","","any"
"1531","STD_AD_TO_DMZ_1433","Shared","app-team","universal","ad","IOT-GATEWAY-01","any","any","dmz","WEB-SRV-01","any","voip-generic","application-default","Allow","strict","","any"
"1532","STD_MGMT_TO_AD_419","Shared","app-team","universal","mgmt","APP-SRV-02","any","any","ad","VOIP-PBX-01","any","ntp","application-default","Allow","strict","","any"
"1533","STD_OUTSIDE_TO_SERVER_365","Shared","standard","universal","outside","any","any","any","server","FILE-SRV-01","any","smtp","application-default","Allow","strict","","any"
"1534","STD_SERVER_TO_INSIDE_3067","Shared","app-team","universal","server","DB-SRV-01","any","any","inside","API-GATEWAY-01","any","ping","application-default","Allow","none","","any"
"1535","STD_POS_TO_SERVER_2059","Shared","app-team","universal","pos","APP-SRV-01","any","any","server","IOT-GATEWAY-01","any","sip","application-default","Allow","none","","any"
"1536","STD_DMZ_TO_VOIP_3941","Shared","standard","universal","dmz","APP-SRV-01","any","any","voip","DC-01","any","ntp","application-default","Allow","strict","","any"
"1537","STD_DMZ_TO_SERVER_2975","Shared","none","universal","dmz","WORKSTATIONS-FLOOR1","any","any","server","WEB-SRV-01","any","smtp","application-default","Allow","strict","","any"
"1538","SCOPED_PARTNER_TO_WEB-SRV-02_69","Shared","partner-integration","universal","outside","PARTNER-VENDOR-A","any","any","dmz","WEB-SRV-02","any","ssl","application-default","Allow","strict","","any"
"1539","STD_POS_TO_INSIDE_1069","Shared","app-team","universal","pos","DC-01","any","any","inside","FILE-SRV-01","any","ping","application-default","Allow","strict","","any"
"1540","STD_INSIDE_TO_POS_1733","Shared","standard","universal","inside","WEB-SRV-02","any","any","pos","FILE-SRV-01","any","smtp","application-default","Allow","none","","any"
"1541","STD_AD_TO_VOIP_2277","Shared","app-team","universal","ad","API-GATEWAY-01","any","any","voip","WEB-SRV-01","any","ping","application-default","Allow","none","","any"
"1542","STD_SERVER_TO_IOT_3820","Shared","app-team","universal","server","WORKSTATIONS-FLOOR2","any","any","iot","WEB-SRV-02","any","snmp-base","application-default","Allow","none","","any"
"1543","STD_IOT_TO_MGMT_1543","Shared","none","universal","iot","WORKSTATIONS-FLOOR2","any","any","mgmt","WORKSTATIONS-FLOOR1","any","mqtt","application-default","Allow","strict","","any"
"1544","SCOPED_PARTNER_TO_WEB-SRV-01_44","Shared","partner-integration","universal","outside","PARTNER-VENDOR-B","any","any","dmz","WEB-SRV-01","any","ssl","application-default","Allow","strict","","any"
"1545","STD_SERVER_TO_DMZ_1024","Shared","app-team","universal","server","WEB-SRV-02","any","any","dmz","APP-SRV-01","any","mqtt","application-default","Allow","none","","any"
"1546","STD_IOT_TO_VOIP_3780","Shared","standard","universal","iot","API-GATEWAY-01","any","any","voip","WEB-SRV-02","any","ping","application-default","Allow","none","","any"
"1547","STD_INSIDE_TO_VOIP_1378","Shared","app-team","universal","inside","APP-SRV-01","any","any","voip","FILE-SRV-01","any","dns","application-default","Allow","strict","","any"
"1548","STD_DMZ_TO_POS_1755","Shared","app-team","universal","dmz","APP-SRV-02","any","any","pos","IOT-GATEWAY-01","any","ping","application-default","Allow","strict","","any"
"1549","STD_IOT_TO_OUTSIDE_3234","Shared","standard","universal","iot","API-GATEWAY-01","any","any","outside","8.8.8.8/32","any","ntp","application-default","Allow","none","","any"
"1550","STD_DMZ_TO_AD_1530","Shared","standard","universal","dmz","APP-SRV-02","any","any","ad","WEB-SRV-02","any","ntp","application-default","Allow","strict","","any"
"1551","OPEN_OUTSIDE_TO_POS-TERMINALS-G_76","Shared","none","universal","outside","any","any","any","mgmt","POS-TERMINALS-G","any","logmein","application-default","Allow","none","","any"
"1552","OPEN_OUTSIDE_TO_CRITICAL-INFRA-G_123","Shared","none","universal","outside","any","any","any","dmz","CRITICAL-INFRA-G","any","ldap","any","Allow","none","","any"
"1553","STD_AD_TO_OUTSIDE_507","Shared","standard","universal","ad","FILE-SRV-01","any","any","outside","1.1.1.1/32","any","ntp","application-default","Allow","strict","","any"
"1554","STD_DMZ_TO_AD_809","Shared","none","universal","dmz","IOT-GATEWAY-01","any","any","ad","DC-01","any","snmp-base","application-default","Allow","none","","any"
